,0
168,8408.563869045209
169,7130.917465757851
170,4845.239291275281
171,2001.5268705595156
172,6932.466928502837
173,3238.722980224689
174,5420.093955115677
175,8338.971007393528
176,9236.152434633694
177,11012.928767257376
178,3450.3741009059772
179,4439.15805448323
180,8786.106364483909
181,1436.3935636593505
182,1387.7921305706288
183,4436.374272520322
184,7035.081021534639
185,3476.849270447241
186,9100.250008016512
187,1868.0260364661133
188,1905.9257480191898
189,9594.098657543604
190,1849.349899601808
191,1401.428693960002
192,10312.064089853797
193,2664.4791784093154
194,3048.33949119833
195,3170.295762679096
196,2904.748599814136
197,2815.8490926637915
198,1912.4874753723705
199,5210.999362374057
200,2003.8806285330863
201,3493.7014420047776
202,4164.612435418982
203,5692.270902119727
204,3660.6277296251865
205,3746.237138624535
206,2372.0576328768957
207,2095.714690823947
208,1988.0004917766003
209,4236.9625092212245
210,2514.5307541441684
211,2175.4325311152593
212,2922.1830369886484
213,2874.939424594797
214,1418.978024648947
215,3617.4638026929715
216,1780.4228530031376
217,2103.218078536586
218,2602.764966282636
219,2188.6719685664125
220,2932.179710775899
221,2061.7642516534925
222,2711.5746222795738
223,8386.309971490382
224,2831.383188975236
225,1990.8761182054975
226,2158.9194213488263
227,3847.5987276297133
228,2328.1725418860556
229,1488.4371709584143
230,1436.0454804153678
231,2728.9357169706445
232,1694.1849569959397
233,2119.1295043676027
234,1767.377679890009
235,1168.5443861228698
236,2356.866740010459
237,1320.2779778710594
238,1893.690654290694
239,3527.964210182784
240,2579.666731032683
241,2536.7356118938396
242,10111.452990348382
243,4980.917298277448
244,2748.504987174864
245,1697.9358030723045
246,2921.1576334441456
247,2504.2371652448805
248,1864.0617099978033
249,4135.267623639771
250,3420.729958836284
251,5503.745382612182
252,3067.1266916775057
253,3279.02340679773
254,2196.1170380939952
255,6100.452321152812
256,3846.392777524998
257,2700.1281057707997
258,1621.3150740300389
259,2520.051315305736
260,1204.1561993928428
261,2675.5832080202185
262,4377.513849740849
263,5216.353694408801
264,1645.060786472449
265,2460.6036703711943
266,7214.075894410026
267,1949.5019464828881
268,2215.5082935487794
269,4547.176964388531
270,2198.668773676566
271,3019.0803425089994
272,7233.407498002443
273,2449.8607868895083
274,2312.941852600672
275,2202.8197327897615
276,2665.518888861093
277,11291.106684474527
278,1478.981547877956
279,1914.9948450283891
280,5647.343481079515
281,1327.9576603473758
282,8871.089232386903
283,2351.2438312329355
284,1458.1791059718862
285,4489.722791825037
286,1692.5800475170727
287,3666.9724501182186
288,4385.043452716288
289,2579.78687264819
290,2211.467889038244
291,2395.8708432752946
292,3315.9179499133425
293,2036.162947471979
294,3753.1351291849332
295,3160.4138205625595
296,985.8828083214818
297,19557.95237347717
298,1863.9531588015934
299,3780.9990943593866
300,1981.651474739712
301,2909.164974515749
302,3307.7909667764998
303,1267.539413582522
304,1518.477176442173
305,3003.5612891650812
306,7133.2968528191805
307,3317.748451132832
308,4356.765703832014
309,2956.927242304613
310,3448.96440411412
311,2680.3228625638835
312,2283.2645064189837
313,3147.41023335847
314,3425.462841686319
315,3874.145541356757
316,4049.3192679888466
317,2692.886958781851
318,1669.1203168162713
319,4294.096545761037
320,3328.1853526355208
321,3354.9529349734967
322,4391.893707221767
323,3205.635943631418
324,1834.548489456467
325,10466.002415638523
326,2502.7089103613494
327,4416.028047729881
328,1584.5176078016448
329,3225.906867204554
330,1646.9707321856088
331,1771.13299543085
332,1584.2948576620931
333,1506.1222107000874
334,2416.4847886467996
335,2390.2247568450002
336,8091.002765745476
337,1541.1194795772735
338,6840.331922063374
339,2052.3519357651285
340,8972.671318370982
341,4408.855982919511
342,8466.390666034018
343,2088.5070436495575
344,1624.8419297136595
345,1812.6775480707006
346,1475.999182928009
347,3858.610278515668
348,2283.0698749299504
349,3319.5079595941893
350,1370.5073591159735
351,10892.713443577713
352,2555.2742173812244
353,3196.28594786655
354,2284.6698599437145
355,1238.683459423635
356,2041.415367509129
357,4539.728423381491
358,5078.5822030448135
359,1189.4862116641318
360,2965.5357392739816
361,2428.493179505994
362,1206.1282292036826
363,2886.999586313291
364,2172.3605724121203
365,3633.3467879757936
366,1325.9704887104251
367,8094.962083324737
368,6367.449598954943
369,4603.085196363424
370,2210.433477355663
371,10528.776651297998
372,2486.535422725284
373,3175.907382807204
374,2929.2003363818353
375,1195.7244283213322
376,1940.5752314474419
377,2222.553147044249
378,1404.3514281960615
379,2079.1894739746617
380,6085.5973365460495
381,5453.5369199193565
382,7000.970212545589
383,6854.0648901094355
384,1639.611535875136
385,10964.970660881514
386,4684.578866340483
387,3464.7538618622957
388,3879.871366668893
389,1413.8360713402571
390,5447.819667297162
391,2720.451210976862
392,7464.584506132958
393,2961.1529063673765
394,1352.1647172682945
395,6249.75297102964
396,3749.009094546323
397,1786.3462573216443
398,1365.1181429945539
399,3975.992724923146
400,1913.727134742723
401,4843.958713891525
402,1821.3856717453264
403,3542.3102134022242
404,4878.623275365701
405,3132.1128860813424
406,6016.009605593971
407,1240.1480976823973
408,1764.0172639602092
409,3153.804595239024
410,2199.341871875992
411,1475.5685476544813
412,3861.9954554706837
413,4477.892411748641
414,7451.381344127376
415,6134.266118974845
416,1661.4802471270768
417,1753.5097770532548
418,3423.6618800155734
419,2355.9766872759315
420,1245.793891782291
421,2503.1913700691757
422,2269.4234348850887
423,6463.527445301932
424,1881.2437295680536
425,5258.638447977733
426,2501.004119761586
427,3016.061692116564
428,2717.2713297555274
429,4125.921661634011
430,2284.044396245882
431,4087.102503041628
432,7430.208521982048
433,13247.132084462552
434,1897.7606016959328
435,7648.327106505224
436,1869.7946295391055
437,2143.4117102981068
438,4666.320910961788
439,3950.8147743889067
440,1964.1124861073392
441,1526.8699131575358
442,1255.8787385287394
443,2373.3939982901197
444,5456.627802554089
445,1333.1528192744795
446,11533.405342873255
447,1995.6810573163038
448,3277.7156865490665
449,1813.3067632497741
450,5242.802506427408
451,4481.434777074193
452,1299.693288852169
453,2486.202672873931
454,2333.7110592088598
455,1891.9959631345562
456,2016.415986608224
457,2381.8537860676
458,1486.0609644362971
459,2463.677635131479
460,2015.9889214080292
461,7116.091897153979
462,5127.673581880206
463,4032.330007803072
464,2302.526184432403
465,2459.128694986628
466,3323.640231327465
467,2039.5774721656142
468,1184.105125450428
469,2276.6659513358
470,13575.214929809672
471,1871.4462651987203
472,5631.832622837525
473,2284.972730062935
474,3643.597473995504
475,1348.0934718311967
476,2707.721279086449
477,2506.4180113276293
478,3279.812043075714
479,3956.2502964277
480,4979.3072492244155
481,2324.6609387786993
482,2814.627672890905
483,9635.210606069777
484,4284.173734153967
485,3334.5190441906343
486,2111.6101804925243
487,5653.11141553684
488,2564.364239353509
489,3906.923826082824
490,2363.249292750197
491,3620.45392488556
492,3715.7576164493803
493,1731.8268047380668
494,1288.8138881797922
495,6407.268134748084
496,12583.771762787252
497,2066.568363533268
498,3221.9745568384797
499,6948.892307917648
500,10842.997321386356
501,5446.824604650305
502,2045.0466026412878
503,9877.839412597803
504,2989.5175484627403
505,5283.45060535019
506,2809.90725666073
507,1750.7479284152676
508,2124.641373530442
509,3457.298021674464
510,4048.4870510503333
511,5213.714130493578
512,1974.3599776597673
513,1891.0297121180186
514,3201.3900273590166
515,2523.0588936518316
516,2935.0857268215905
517,3531.611700953415
518,6599.399381620981
519,1780.084129692219
520,2768.365404286111
521,3101.8950550378318
522,1771.3649214715704
523,1136.7352967114264
524,1510.7242844901832
525,3340.3303783487077
526,2495.8801861185552
527,1450.3822393554099
528,11066.288099535655
529,1770.295258740057
530,1660.0399931843501
531,3538.9435097648034
532,3718.73685903882
533,2305.251387741485
534,1677.689910696776
535,2775.0988010983165
536,3325.223255055525
537,9512.751395877463
538,2924.189757452267
539,1231.3475940298224
540,4883.205892623528
541,3050.08259419724
542,1581.345871301846
543,8375.487161041012
544,1922.0508250420235
545,3687.7263409822062
546,4669.513122038561
547,1993.4740626104362
548,2507.7063713089215
549,4226.46233618968
550,1390.9457451963424
551,2776.7901995158954
552,3553.2422633996302
553,9956.246219266053
554,9170.548148595382
555,4295.699890547958
556,5434.287375242917
557,3616.685293409176
558,3684.989207666464
559,1951.043184028399
560,3311.6172925448614
561,2962.1473403167724
562,1074.4643467114593
563,4882.173473223385
564,9186.1099523137
565,3908.537328917506
566,1399.8835594292739
567,1721.757481800964
568,2470.4418746241045
569,8918.276520396108
570,2200.232865906261
571,2131.6568330788405
572,1144.4856485789812
573,1934.1288458121483
574,6404.720062269957
575,2108.8503164037393
576,1449.0595327169644
577,1570.1990546750642
578,2653.884112574818
579,1792.7133814091255
580,2134.4031870300723
581,3120.024628123544
582,3021.7171814318817
583,2187.210764792123
584,2535.2277166596878
585,5169.588169862613
586,2691.2157375410548
587,2480.6302547518435
588,2655.3797951174906
589,8147.511418394013
590,2851.555730347025
591,1843.3791824768023
592,1372.3279011834006
593,3838.5951681865936
594,2057.4821563101746
595,2316.429081049317
596,2108.711257242805
597,1585.119227107321
598,2778.8968613212533
599,1267.8934989707334
600,3375.1648297678666
601,10380.265283846324
602,7741.384485187235
603,3146.1477827277254
604,2216.2569180483183
605,4264.645210592373
606,1773.027757519929
607,3580.6314657822827
608,8361.03492559377
609,2595.765838754261
610,7296.413023258239
611,1892.549177881804
612,1926.3300819837016
613,2003.8905351871574
614,1981.562781981336
615,4422.207193859453
616,15045.57762206497
617,2816.1040720630735
618,1312.860059319721
619,5433.5775754783135
620,4291.421831644682
621,5731.315411879276
622,11437.253256841419
623,10534.079805311312
624,2197.213277592668
625,2907.856008669586
626,5461.684119723721
627,2345.7244879498407
628,3384.417676589324
629,1116.4830598050712
630,4313.493923247461
631,5720.057573470797
632,4761.934278072443
633,3069.125829556145
634,2088.4966874608026
635,27975.216173085682
636,4641.842366594855
637,3630.351452275971
638,12217.33113306336
639,1724.8901523064578
640,1247.8493528239808
641,2561.3393560854447
642,5263.383971665197
643,3243.0859931938608
644,3977.882572448839
645,2226.8217426548867
646,1022.9776777710341
647,6277.870321810497
648,12912.635876182541
649,7121.691005711819
650,3726.5139110050195
651,1474.5444588973735
652,4741.340345817473
653,3472.711346022046
654,8120.737174874949
655,1605.1404755409133
656,1401.1857464153131
657,1590.3436663847713
658,1871.576432963011
659,4827.802049161529
660,2136.937495439902
661,4312.17334559737
662,1687.097448846319
663,20258.296989611536
664,4146.935375093934
665,2428.6878514917794
666,2488.606425886341
667,2041.5711929854226
668,2011.4786559424554
669,10986.325417631788
670,7497.553451863987
671,5524.874047347465
672,3465.929242529185
673,3078.7761147171345
674,3714.619343248864
675,3526.678364186242
676,3894.8163569768067
677,2991.6505393112398
678,4341.957682111927
679,9518.418925462935
680,5048.688189172459
681,2523.628453250368
682,1365.8300314784424
683,4168.315982556445
684,4190.029950296296
685,4193.178009476482
686,7787.092222047611
687,1882.21367564964
688,10527.393644626736
689,7698.369860423344
690,1407.716294188075
691,4302.797514082023
692,4435.689334403221
693,1426.2172099440743
694,2231.9141268458197
695,4898.3390984058415
696,6307.283309036947
697,4593.160279280149
698,5192.666376647966
699,15182.79216293022
700,1952.559095068411
701,2169.7913386134765
702,4214.6661299155285
703,1508.8738879061934
704,3892.455723783304
705,1998.5955645560016
706,10477.240381419495
707,2888.6755821966544
708,2554.3643206122483
709,2365.889262308013
710,3578.0224725588328
711,2161.2496822075577
712,1795.4978022842085
713,3331.695931955875
714,3711.8538731335343
715,3126.317826153949
716,1411.6099502027864
717,4696.789652814827
718,5041.2308099044585
719,18807.63111943249
720,10528.939647157913
721,4323.626241409996
722,5092.367768990491
723,1880.6801057598766
724,1761.8985827057984
725,1398.3703320284383
726,4635.7722045406545
727,4230.495699676947
728,3318.1983852889907
729,1714.001055321301
730,1569.2001421987013
731,2057.2313322587843
732,1307.070877141728
733,3214.33390311687
734,3532.2389805777866
735,1913.7894614839104
736,11376.99622505983
737,4121.0066635348185
738,3105.8127063030342
739,1765.5060077340888
740,6660.299843886434
741,6918.431115387293
742,1272.2636215281698
743,2490.3749209560588
744,7018.294874445834
745,2512.531626058318
746,7029.483886594179
747,1977.0798430235086
748,9523.2562884935
749,1677.6769912655834
750,3524.6611792203216
751,3629.4323503568467
752,2343.5919329443623
753,1910.0302048733117
754,2054.0852784388876
755,4085.3960429851672
756,4021.256832618016
757,1651.6205921885626
758,3677.686896005197
759,1527.7896568958301
760,1885.2462857360008
761,1878.031302375836
762,1824.013808574253
763,2993.9264978014917
764,4562.461639859102
765,5959.549973281347
766,11525.981382970362
767,7138.39700267677
768,1482.3248536585606
769,2560.17538187362
770,2004.1634427291117
771,1764.5074994851727
772,4762.462982566724
773,4925.45283209873
774,4406.905084731714
775,1896.4204931249408
776,13425.557204006067
777,2020.0615890810288
778,2781.705778371261
779,1576.3081789624416
780,2025.8928951496155
781,4675.713648990457
782,2392.4608587714715
783,4726.515258650073
784,2950.7709945338033
785,18696.510632385445
786,1339.176254910061
787,2205.9838512033066
788,1814.4403560875655
789,4025.6140473193987
790,2310.5471260617664
791,5279.061193902529
792,2592.6832429554697
793,5538.718496806134
794,3489.285941230084
795,1561.450031670602
796,2550.9563530690807
797,3891.7509404135285
798,4612.952861038766
799,2263.8359204299777
800,5726.102749372026
801,1721.2935199536425
802,4789.800823834876
803,3415.8446865246783
804,2292.478279921363
805,4961.409710499122
806,4476.05154317224
807,2392.752116401209
808,4543.604543692198
809,3652.960067259832
810,1994.5177645821714
811,1991.2045615098912
812,1727.4535177824537
813,1690.7192705521668
814,2681.816483044698
815,1981.5896225033064
816,1609.5212018778361
817,2266.154182886152
818,2419.7711083142053
819,10376.536969642522
820,2184.8367188193715
821,2338.596050308873
822,4328.2787477628
823,3970.45667491923
824,2155.9229582853663
825,11865.585033497207
826,1194.2462691900582
827,4142.50453463912
828,1877.3299991487231
829,3716.823715173279
830,1225.1818989123772
831,2498.1079006392247
832,13250.689936465551
833,4034.479006471567
834,1405.2215851788703
835,2941.1866133311837
836,3106.882567943
837,1091.861401394088
838,5945.133491349612
839,3967.803062644977
840,1233.7539635308815
841,2635.878861030173
842,3800.656135427951
843,13113.376271314935
844,3625.8869290635425
845,2390.9101191187356
846,1270.7465449257654
847,2147.5508360987483
848,1601.0279765226146
849,7653.165513410701
850,2666.709393093941
851,7146.427284089864
852,2563.5931054924895
853,1291.4190839027135
854,8541.610261904994
855,3003.912327366798
856,1457.353306661359
857,1758.2121496453387
858,4145.187917001452
859,2446.0798698629333
860,2317.5927979867056
861,1996.8220779934886
862,4128.430773370212
863,3268.020558182082
864,5082.640194983919
865,10508.459576778807
866,3477.2335263706514
867,1959.6520585155451
868,2024.602190787573
869,3740.3112903188953
870,3581.032498119055
871,1916.8913117265786
872,1836.378775032452
873,2213.051915061159
874,2027.0850127463889
875,2469.6643724090127
876,1452.6860708252896
877,3386.5688546829233
878,1880.9328656387763
879,9928.27293467583
880,4056.286572838227
881,1981.1289750436586
882,2348.639068803597
883,2743.2244595147044
884,1115.3420838297054
885,5119.720756486631
886,2976.6835654176944
887,1830.9609248363638
888,4606.551614578669
889,1391.9607011232636
890,3934.440850141515
891,3140.433586098045
892,3371.3882729480856
893,1199.6231675179217
894,2501.7005599841164
895,6840.129450860534
896,2440.2178695388193
897,1383.0101530151967
898,2676.426037843926
899,1431.4625791628575
900,3537.712915864771
901,2906.141799609974
902,3545.222042182466
903,6284.613192405739
904,2364.364820583785
905,2607.886190411437
906,6063.904011260054
907,1556.8956765545847
908,1793.039819973366
909,1829.7663113848969
910,6857.302738509251
911,1169.6440752578253
912,2081.512130772265
913,4598.250938180003
914,1970.8130444006906
915,3541.4890773048855
916,2897.0655911052613
917,1527.053136344799
918,2353.3557978453446
919,1927.3682178258216
920,1865.8084526554903
921,4975.883626030494
922,4752.03790317151
923,2794.4835089755716
924,2681.6879066509036
925,1555.6673481027374
926,1138.9372583490635
927,1176.9863796185448
928,2494.748315360652
929,1362.8505023254604
930,8454.056809778129
931,2196.035655980018
932,2045.075732633813
933,2684.8152608177265
934,1898.2467614336526
935,4354.672410506785
936,1453.640710429901
937,4441.189702648804
938,3288.1764317485276
939,4077.670031714138
940,1246.8362724910378
941,2270.903254636906
942,5206.771939525706
943,8691.661681775708
944,4467.114221462779
945,2020.380772747481
946,1873.1377277799734
947,1873.161560533801
948,4379.324887217861
949,1760.3679242159726
950,5624.72124281578
951,4135.144266044856
952,7289.068394605608
953,2247.2857352035735
954,1558.4988392617672
955,3753.764080571395
956,3448.1014813777597
957,1367.2629470145046
958,2762.962085949868
959,3475.3773389283388
960,2240.600988733732
961,2539.7305584414057
962,1229.5593102466419
963,4863.0328034924405
964,12736.57348995366
965,12893.111539276411
966,6114.019725808702
967,3560.886063201207
968,3010.2418787535576
969,1890.7086198680133
970,4002.2848987946627
971,2611.8623012075036
972,2058.5334373582127
973,3374.72706106049
974,1985.8320099124317
975,4489.712636136384
976,2101.2804928495275
977,2767.7173304211983
978,3830.1318658428863
979,2366.061456073744
980,4841.755173092576
981,1634.163122486751
982,1535.8105624267964
983,4394.048937262257
984,3355.5156538128786
985,1403.6775838455485
986,4145.697112050488
987,1671.3962968211035
988,4191.3092922871365
989,10247.432289490662
990,5329.840719525326
991,1363.8496270537314
992,8662.966477056352
993,3159.561639480748
994,4758.579284844174
995,3931.406262673934
996,2507.6168664296993
997,4386.615072655345
998,3025.962158026254
999,1704.0943312273441
1000,3552.739807443743
1001,1459.513108574306
1002,6635.204852991365
1003,2996.3959968258764
1004,2655.252547791881
1005,9087.86806906223
1006,2730.699328269666
1007,1326.0408642275286
1008,2752.2745789475475
1009,1611.9611277500703
1010,3327.8492007398686
1011,4001.3716530728875
1012,3174.9667914317397
1013,1495.575428449087
1014,5118.328763794464
1015,4054.436786856387
1016,1507.8582394671578
1017,9791.47806707686
1018,3881.6770289917918
1019,3407.4197052124728
1020,5699.763842337942
1021,7475.924936600278
1022,8192.464013389374
1023,3889.215308515848
1024,1338.7510908453976
1025,3910.188455663327
1026,3947.8273831119177
1027,6068.751502640222
1028,1458.7698326098941
1029,1441.6616378452725
1030,2760.4780795507863
1031,3350.111447636996
1032,9965.403799774296
1033,2135.80291804578
1034,5210.78712751496
1035,3162.9046025929592
1036,5649.1265803008855
1037,4423.68816707393
1038,2964.2598971533275
1039,1794.1072883774752
1040,3321.578973013158
1041,5319.622518698876
1042,2150.1319143930505
1043,2508.2304082509395
1044,3326.106451687329
1045,1741.2853393975952
1046,4679.981091700464
1047,1656.8638051076216
1048,1945.2035107251002
1049,4743.996098117332
1050,6784.67080422639
1051,2464.9837571718135
1052,1949.5434932797673
1053,1261.0195885538587
1054,3193.3056181031457
1055,1926.1748476418306
1056,1517.100481758383
1057,1786.1807600916434
1058,1858.4975677290217
1059,2313.3819427976073
1060,16589.98010874353
1061,17742.56992082235
1062,1876.8711661277575
1063,2942.9606437648717
1064,3791.6612945665506
1065,2770.781492998928
1066,3026.468212046742
1067,1403.6162111488259
1068,1507.243850025886
1069,1846.5214960306937
1070,5373.999821633186
1071,10453.48642529226
1072,6063.363881144101
1073,3434.363936046446
1074,4012.043305547718
1075,1221.6440331658027
1076,3264.109565340103
1077,2264.8299833916653
1078,2261.3230987469788
1079,3279.228340431066
1080,2255.634401215857
1081,8965.826348488836
1082,3270.086522070052
1083,8495.624032772614
1084,1407.6441447772847
1085,2801.562275336286
1086,2300.5437282708713
1087,2758.0648609850323
1088,1834.8783545555093
1089,5722.147771072739
1090,2983.1525376047844
1091,2083.254459380257
1092,6475.022568362103
1093,2056.2522413152947
1094,1906.1715002405244
1095,1185.0053694508165
1096,1128.3135819154522
1097,2123.4853254670816
1098,1482.426719090373
1099,4476.960980347807
1100,1143.7641841192653
1101,1372.604726080352
1102,1758.6025033739943
1103,2513.651020091178
1104,7824.905312818504
1105,4368.708764130314
1106,3525.6532405089197
1107,1419.5436644326248
1108,1247.992750567237
1109,4092.776427836565
1110,1530.7041043109741
1111,1645.5726257085664
1112,2947.4359680960797
1113,2509.8387361169243
1114,2048.167588251894
1115,3337.983951647661
1116,2923.4570397834227
1117,1583.622201012212
1118,7163.344714103669
1119,2168.1461507634413
1120,2604.723503592481
1121,20272.33012294511
1122,1034.2697599683895
1123,1866.880049418736
1124,2511.5951426061215
1125,1797.2855639198515
1126,1101.5495639341912
1127,3281.3585823036256
1128,2459.5267852429956
1129,1925.0402504689316
1130,5209.470939989866
1131,5552.188868119775
1132,3676.8572632882465
1133,2491.572486299217
1134,2770.578317329234
1135,5403.591210010582
1136,2183.5241699426088
1137,1638.5196497059299
1138,2418.3434633975126
1139,7884.453554296765
1140,3648.7817278660436
1141,2337.672457763653
1142,4748.650356376229
1143,1010.7372095840752
1144,1554.5102564578963
1145,7678.507264280467
1146,9001.493598134088
1147,1387.1526145156147
1148,2989.0794750775844
1149,4138.177575831971
1150,5391.641327490643
1151,2591.664164840818
1152,4432.322421533877
1153,1652.7454896791498
1154,4734.804290822339
1155,1483.3198059320794
1156,18535.37563244824
1157,4468.643133178247
1158,2280.989306922275
1159,3928.7185384455984
1160,3364.6346776813025
1161,2271.889967503579
1162,2622.559213274359
1163,1980.921631391957
1164,2003.5390903160462
1165,4474.118670545267
1166,5443.483868381379
1167,4570.003133780979
1168,12467.931239747997
1169,4595.246140045542
1170,2111.010830388075
1171,2421.29695023299
1172,3710.2009617199096
1173,2778.9960131745165
1174,1428.336563828612
1175,2985.9772166331336
1176,2027.676862574881
1177,2545.4838032100665
1178,10389.78812434599
1179,4125.414267779863
1180,1482.6156246388161
1181,9655.846674887156
1182,1840.9939190415123
1183,4387.237785284055
1184,1109.0017236655217
1185,3168.574775210053
1186,2167.551329055313
1187,1198.997449307416
1188,5955.554706699086
1189,1065.211152273119
1190,1657.8627301942622
1191,1759.4238992135665
1192,7266.835813046541
1193,1644.6016977346783
1194,2614.785982363248
1195,8688.620911340688
1196,5156.948966336097
1197,3537.8859276545422
1198,3545.804235126991
1199,3303.2601626236237
1200,1523.5012558978376
1201,5435.591656315152
1202,3521.419643685349
1203,2887.510812208474
1204,1442.0822401006176
1205,2949.9437654456433
1206,4493.005996054706
1207,5670.842804568154
1208,4806.646771702364
1209,2532.5280906738703
1210,1332.401867889042
1211,2529.8186182211184
1212,6457.618995312669
1213,1524.8540856301966
1214,5019.530212819471
1215,1313.1271931839947
1216,5201.266427623485
1217,5943.16429328778
1218,2858.609305885897
1219,1728.3240427073104
1220,2574.210777385157
1221,1508.976256601349
1222,4835.373958532567
1223,9097.086466866345
1224,1641.6920681348722
1225,3198.0728650054884
1226,1513.562805507985
1227,2145.7761990336767
1228,1441.0451582515477
1229,1395.9101604945522
1230,8078.342564599075
1231,1657.6334592625599
1232,2067.6789085036094
1233,1909.0721491207792
1234,2641.0229008835227
1235,2559.4711617304774
1236,1383.8611874933097
1237,5879.416632805586
1238,12109.539231540084
1239,4723.021189468693
1240,2804.7706007180486
1241,2764.446209865791
1242,39425.37484816981
1243,2609.6262267902366
1244,3737.001960797151
1245,6934.528119427107
1246,3831.890561364455
1247,2076.190069687682
1248,8216.876602095983
1249,1645.0414504505902
1250,1729.546053914796
1251,2731.1306624339095
1252,1986.1242622842124
1253,5550.632689480714
1254,1513.385336605479
1255,2514.9606196996137
1256,3334.5340405356
1257,3735.36211555519
1258,1840.4742957502701
1259,14243.498633404415
1260,3059.148286441808
1261,1856.8710871036715
1262,2133.0660926080905
1263,1433.7309353907208
1264,3349.7683010383075
1265,2505.7830033715354
1266,4307.163176196646
1267,1228.6560599210584
1268,3130.3121747912132
1269,1262.9008801401005
1270,3661.914582860374
1271,2054.952790580997
1272,2074.8375007776704
1273,3207.427997414683
1274,3224.462838408522
1275,2896.6612747826434
1276,1676.5390467474467
1277,5323.08761372459
1278,2490.5607495811328
1279,3784.827986380347
1280,4589.746318288512
1281,2113.195915710303
1282,4185.378187891703
1283,2801.362627775344
1284,1439.105809860811
1285,7237.779277470734
1286,14277.803827534426
1287,3406.9449154365293
1288,3790.9934917936125
1289,12945.150082977545
1290,2986.892156761786
1291,3038.806398188636
1292,2326.2692979757085
1293,1494.2056493402256
1294,2652.607648689169
1295,1742.1654285831635
1296,2046.80673511382
1297,13227.212006959468
1298,1587.4963715783827
1299,2858.793809303801
1300,1537.412695580475
1301,4116.005086973923
1302,2736.941273958416
1303,2813.4744632486236
1304,1172.5191223190998
1305,6176.7654608226385
1306,8975.997239750819
1307,1195.6566220148804
